BBCMB estimated integrated luminosity = BBCMB*ps/(1500.000 mb)
--> for all runs: 801.574562 nb<sup>-1</sup>
--> for good runs: 743.581801 nb<sup>-1</sup>

ZDCMB estimated integrated luminosity = ZDCMB*ps/(10.959 mb)
--> for all runs: 2141.563318 nb<sup>-1</sup>
--> for good runs: 1934.640498 nb<sup>-1</sup>

VPDMB estimated integrated luminosity = VPDMB*ps/(569.718 mb)
--> for all runs: 811.778132 nb<sup>-1</sup>
--> for good runs: 761.127666 nb<sup>-1</sup>

Total number of runs: 1784
Number of good runs: 1296

Run Index <--> Run Number
************************************
*    Row   *     index *    runnum *
************************************
*      347 *       347 *  16135008 *
*      348 *       348 *  16135009 *
*      349 *       349 *  16135010 *
*      350 *       350 *  16135011 *
*      351 *       351 *  16135012 *
*      352 *       352 *  16135013 *
*      353 *       353 *  16135014 *
*      354 *       354 *  16135015 *
*      355 *       355 *  16135024 *
*      356 *       356 *  16135025 *
*      357 *       357 *  16135026 *
*      358 *       358 *  16135027 *
*      359 *       359 *  16135028 *
*      360 *       360 *  16135029 *
*      361 *       361 *  16135030 *
*      362 *       362 *  16135031 *
*      363 *       363 *  16135032 *
*      364 *       364 *  16135033 *
*      365 *       365 *  16135034 *
*      366 *       366 *  16135035 *
*      367 *       367 *  16135036 *
*      368 *       368 *  16135037 *
*      369 *       369 *  16135038 *
*      370 *       370 *  16135039 *
*      371 *       371 *  16135040 *
*      372 *       372 *  16135041 *
*      373 *       373 *  16135042 *
*      374 *       374 *  16135043 *
*      375 *       375 *  16135044 *
*      376 *       376 *  16135047 *
*      377 *       377 *  16135048 *
*      378 *       378 *  16135049 *
*      379 *       379 *  16135050 *
*      380 *       380 *  16135051 *
*      381 *       381 *  16135053 *
*      382 *       382 *  16135054 *
*      383 *       383 *  16135055 *
*      384 *       384 *  16135056 *
*      385 *       385 *  16135057 *
*      386 *       386 *  16135061 *
*      387 *       387 *  16136001 *
*      388 *       388 *  16136002 *
*      389 *       389 *  16136003 *
*      390 *       390 *  16136004 *
*      391 *       391 *  16136005 *
*      392 *       392 *  16136010 *
*      393 *       393 *  16136011 *
*      394 *       394 *  16136013 *
*      395 *       395 *  16136014 *
*      396 *       396 *  16136015 *
*      397 *       397 *  16136016 *
*      398 *       398 *  16136017 *
*      399 *       399 *  16136018 *
*      400 *       400 *  16136019 *
*      401 *       401 *  16136020 *
*      402 *       402 *  16136021 *
*      403 *       403 *  16136022 *
*      404 *       404 *  16136023 *
*      405 *       405 *  16136024 *
*      406 *       406 *  16136025 *
*      407 *       407 *  16136026 *
*      408 *       408 *  16136035 *
*      409 *       409 *  16136036 *
*      410 *       410 *  16136037 *
*      411 *       411 *  16136038 *
*      412 *       412 *  16136039 *
*      413 *       413 *  16136040 *
*      414 *       414 *  16136041 *
*      415 *       415 *  16136042 *
*      416 *       416 *  16136043 *
*      417 *       417 *  16136044 *
*      418 *       418 *  16136045 *
*      419 *       419 *  16136046 *
*      420 *       420 *  16136047 *
*      421 *       421 *  16136048 *
*      422 *       422 *  16136049 *
*      423 *       423 *  16136050 *
*      424 *       424 *  16136051 *
*      425 *       425 *  16136052 *
*      426 *       426 *  16136053 *
*      427 *       427 *  16136054 *
*      428 *       428 *  16136057 *
*      429 *       429 *  16137001 *
*      430 *       430 *  16137002 *
*      431 *       431 *  16137003 *
*      432 *       432 *  16137004 *
*      433 *       433 *  16137005 *
*      434 *       434 *  16137006 *
*      435 *       435 *  16137007 *
*      436 *       436 *  16137008 *
*      437 *       437 *  16137009 *
*      438 *       438 *  16137010 *
*      439 *       439 *  16137011 *
*      440 *       440 *  16137012 *
*      441 *       441 *  16137013 *
*      442 *       442 *  16137014 *
*      443 *       443 *  16137017 *
*      444 *       444 *  16137018 *
*      445 *       445 *  16137019 *
*      446 *       446 *  16137020 *
*      447 *       447 *  16137021 *
*      448 *       448 *  16137022 *
*      449 *       449 *  16137023 *
*      450 *       450 *  16137024 *
*      451 *       451 *  16137025 *
*      452 *       452 *  16137026 *
*      453 *       453 *  16137027 *
*      454 *       454 *  16137028 *
*      455 *       455 *  16137029 *
*      456 *       456 *  16137030 *
*      457 *       457 *  16137031 *
*      458 *       458 *  16137032 *
*      459 *       459 *  16137033 *
*      460 *       460 *  16137034 *
*      461 *       461 *  16137038 *
*      462 *       462 *  16137039 *
*      463 *       463 *  16137040 *
*      464 *       464 *  16137041 *
*      465 *       465 *  16137042 *
*      466 *       466 *  16137043 *
*      467 *       467 *  16137044 *
*      468 *       468 *  16137045 *
*      469 *       469 *  16137046 *
*      470 *       470 *  16137047 *
*      471 *       471 *  16137048 *
*      472 *       472 *  16137049 *
*      473 *       473 *  16137050 *
*      474 *       474 *  16137051 *
*      475 *       475 *  16137052 *
*      476 *       476 *  16138001 *
*      477 *       477 *  16138012 *
*      478 *       478 *  16138013 *
*      479 *       479 *  16138014 *
*      480 *       480 *  16138015 *
*      481 *       481 *  16138016 *
*      482 *       482 *  16138017 *
